index_P,april.n.01,nothing.n.01,pound.n.10,wrinkle.n.01,austral.n.01,acre.n.03,wheat.n.02,billion.n.03,whitethorn.n.01,usage.n.03,hour_angle.n.02,mexico.n.01,volt.n.01,franc.n.01,security.n.04,termination.n.05,montana.n.01,elevation.n.03,dole.n.01,taiwan.n.02,redemption.n.02,portland.n.02,sugar.n.01,percentage.n.01,store.n.02,hectare.n.01,worm.n.02,rescue.n.01,yugoslav.n.01,alberta.n.01,february.n.01,fob.n.03,cooperative.n.01,sellers.n.01,treatment.n.01,duty.n.03,cargo.n.01,colombia.n.01,malted.n.01,basket.n.04,july.n.01,loanword.n.01,mission.n.04,jordan.n.02,bonus.n.02,army.n.02,government_accounting_office.n.01,argentina.n.01,pale_yellow.n.01,semolina.n.01,connecticut.n.01,food_and_agriculture_organization.n.01,home_plate.n.01,estate.n.02,maximum.n.03,june.n.01,cambodia.n.01,workweek.n.01,intravenous_feeding.n.01,ski_tow.n.01,commitment.n.05,license.n.01,protein.n.01,roberts.n.04,rebate.n.01,renewal.n.02,seaway.n.01,burlington.n.01,hydrofluorocarbon.n.01,substitute.n.02,elevator.n.01,registration.n.02,goal.n.01,bushel.n.02,tanzania.n.01,planting.n.03,season.n.03,millimeter.n.01,soviet_union.n.01,metric_ton.n.01,brazil_nut.n.02,pitch.n.02,offerer.n.01,source.n.07,arabian_peninsula.n.01,saudi.n.01,agreement.n.06,lining.n.03,cooperation.n.02,blemish.n.01,january.n.01,water.n.01,peer.n.01,exporter.n.01,algeria.n.01,paddy.n.01,month.n.02,hassium.n.01,barley.n.02,stage_set.n.01
15,1.8937,0,0,1.4472,0,0.463,1.1907,0,0,0,0,0,0,0.8931,0,0,0.2125,1.0101,0,0,0.4029,0.1069,2.6164,0,0,0.0968,0.0439,0,0.3202,0,0.909,1.167,0.2074,0,1.0612,0.8746,0.232,0.094,0,0,0.0277,0,0,0.07,0,2.4092,0.3105,0.0551,0,0,0.1686,0,0,0,0,0.1111,0.4693,1.1664,1.3773,0,0,0.1038,0,0,0,0,0,0,0,0.2906,0,1.8935,0,0.1005,0,0.4237,2.6933,0,0,0,0,0,0,0,0,0.0146,0,0.234,0.0319,0,0.1071,0,0.0001,0,0.0328,0.3869,0,0.2514,0.0008,0
504,0,0,0.2371,0,1.7035,0,0,1.1515,3.4364,2.6052,0.9982,1.0493,10.2512,0,0.5851,0.1043,0,0,3.9796,1.2663,0,0.6897,0,0,0.7802,0,0,0.7908,0,0,0,0.4686,0,0.3518,0,0,0.4572,0,4.3785,0,0,0,0,0,0.4077,0.8842,0,0,0.4029,0,0,0.0353,0,0.076,3.7352,0,0,0,0,0,0,0,4.8229,0,0,1.4944,0,0,0.1681,0,2.9286,0.0842,0.0812,0.1511,0,0,0,0,16.8063,0,0.4676,0,0.9619,0,0,1.5486,0,0.1933,0,4.2935,0,1.9359,0,0,0,0.3519,0.033,0.0591,0.0222,0
298,0,0.5632,0.0015,0.7012,3.0315,0.2308,0.0049,0,2.1961,2.5927,2.4415,2.0098,11.3045,0,0,0.8944,0,0,2.9644,1.3126,0,0,0,0.0014,1.5904,0,0,1.3772,0,0,0,0.287,0,0,0,0,0.8262,0,3.7192,0,0,0.0042,0.5713,0.0616,0.0063,0.3885,1.9476,0.0713,0,0,0.0031,0,2.735,0,3.5049,0,0,0,0,0,0,0.204,5.3074,0,0.1537,1.5371,1.8083,0,0.2861,0,3.221,0.2804,0.0667,0.1695,0.0447,0,0,0.1808,15.4657,0.1657,0,0.41,1.04,0,0.7287,1.3735,0,0.6211,0.6139,0,0.0177,0,0,0,0,0.5552,0,0.3749,0,0.0004
51,0,0.4364,0.8845,0,4.4727,0,0.6527,0,3.686,4.7051,2.4638,2.7216,19.3722,0,0,0,0,0,5.01,2.1186,0,0.4355,0,0.0589,1.1086,1.8607,0,2.3888,0,0.5847,0,0.2469,0,0,0,0,1.7212,0.7183,5.2099,0,0.7026,0,0.9574,0.2128,0.5326,0.8192,0,0,0,0,0.3421,0,0,0,6.7773,0,0,0,0,0.2002,0,0.4613,9.9755,0,0.1909,2.6211,0,0,0.0383,0.1043,5.577,0.4329,0,0.1642,0,0,0,0,26.942,0,0.2077,0.0842,1.6381,0,0.7852,2.4012,0.0058,0,0,0,0,0.5049,0.307,0,0,0.0732,0,0,0,0
433,0,0,0,1.2532,0.2623,0.3706,0.0215,0.231,0.4049,0.6801,0,0.2122,2.7563,0,0.798,0,0,1.1205,0.2126,0.2693,0,2.9051,0,0,0.0949,1.372,0,0.4319,0,0.5267,0,0,0.0103,0.7752,0,0,0.0748,0,0.6309,0,0,0,0,0,0.2061,0.661,0.5581,0.0366,0,0,0,0.0019,0,0.05,4.4929,0,0.0008,0,0.1758,0.245,0,0,4.5229,0,0.1013,0.2046,0,0,0.0935,0,0.7055,0,0,0.1944,0,0,0,0,2.6763,0,1.3657,1.9515,0.1857,0,0,0.2641,0,0,3.1639,3.5289,0,1.2917,0.0855,0,0.3907,0,0.0496,0,0.029,0
439,0,0.3696,0.2982,0.0957,2.5955,0.2421,0,0,1.8828,2.0395,2.0572,1.6568,9.5534,0,0,0,0,0,2.5258,1.0705,0,0,0,0.0966,0,0,0,1.3359,0,0.1759,0,0.1021,0,0,0,0,0.4072,0,3.1079,0,0,0.1303,0.486,0.186,0.0062,1.7,1.7746,0.0077,0.2146,0,0,0,2.2948,0,4.8436,0,0,0,0,0,1.033,0.1586,5.8454,0,0.0632,1.2747,0,0,0,0.4252,2.5618,0.1826,0,0.0292,0,0,0,0.315,12.2242,0.0424,0,0.3653,0.8709,0.0173,0.397,1.1459,0.049,0,0.4592,0,0.017,0,0,0,0,0,0,0.1876,0,0.0055
100,0,0.5686,1.1869,0,2.3662,0.0768,0,0,2.1642,2.0091,1.9402,1.4859,10.4007,0,0,0.165,0,1.7598,3.0538,1.3889,0,0,0,0.1183,0.1692,0.0054,0,1.1528,0,0,0,0,0,0,0,0,0.7312,0,2.5645,0,0,0.1419,0.266,0.0663,0.0601,0.6899,0,0,0.2298,0.8129,0,0.1574,2.0181,0,3.4794,0,0,0,0,0,0,0.206,5.1583,0,0.1287,1.061,0,0,0,1.0668,2.7358,0.6542,0,0,0.0755,0,0,0.0366,13.257,0.1754,0,0.5256,0.8725,0.0332,0.4943,1.2403,0.4475,0,0.2667,0,0.0197,0,0,0,0,0,0,0.5178,0.0001,0
322,1.0462,0,0,0,0.4964,0,0,0.4445,0.0042,0,0.0718,0,0.8221,0,0.0742,0,0.1026,0,0.2072,0,0,0,0,0.9377,0.4115,0,0,0.4273,0,0.7847,0.5999,0,0.3144,0,0,0.1718,0.0917,0.1202,0.3661,0,0.0163,1.0993,0.0389,0.0597,0,1.9771,0,0.0316,1.9494,0,0,0,0,0.0051,0.354,0,0,0.0801,0,0.4859,0,0,1.3813,0,0,0.0501,0,0,0.2378,0.0667,0.1126,0,0.5463,0.6888,0,0.0649,0,0,2.2089,0,0,0,0.0378,0,0,0,0,0,1.0655,0.5827,0.0509,0.4765,0.0511,0,0.0049,0,0.0596,0,0,0.0081
555,1.4919,0,0.25,0.6378,0,0.0927,0,0.3187,0,0,0,0,0,0.6051,0,0,0.7905,0,0,0,0.6515,0,5.0469,0.478,1.6063,0,0,0,1.0742,0.9032,0.5882,0,0.0785,0,1.6264,0.8362,0.833,0.0058,0,3.4181,0.0195,0.9238,0,0.102,0,0.2842,0,0.0131,0,0,0,0.1469,0,0,0.2555,0,0.0581,0.205,0.3958,0.133,0,0,0.368,0,0,0,0,0,0,1.8726,0,0,0,0,0,1.4801,2.5824,0.0951,0,0,0.0891,0,0,0,0,0,0,0,0.3838,0.2261,0,0.2734,0.0097,0.4989,0,1.2173,0,0,0,0.0026
59,0,1.0613,0,0,0,0.0838,0.0672,1.1301,0.6447,0,0.6104,1.6586,0,0,0,0,0,0,0,0,0,0,0,0.1668,0.1218,0.2209,0,0.0178,0,0.3795,0,0.1347,0,0,0,0,0,0,1.0684,0,0,0.1003,0,0.0412,0.0426,1.284,0.0488,0,0.0617,0,0.0953,0,0,0.0235,0.6648,0,0,0,0,0,0,0,1.0395,0,0.0763,0.6588,0,0,0.0822,0.011,0.5595,0,0.4071,0.4551,0,0.3096,1.0983,1.645,0,0.3819,4.009,0,0,0,0,0.2022,0,0,0,0.6302,0,0.3453,0,0,0,0.2735,0.3137,0,0.1711,0
30,0,0.5301,0,0,1.5033,0.0251,0,0,1.6547,1.5172,1.7366,0.8818,6.9582,0,0,0.5681,0,1.6654,2.177,0.7287,0,0,0,0.1922,1.0295,0,0,0.8586,0,0,0,0,0,0,0,0,0.156,0,1.8892,0,0,0.2217,0.0998,0.0913,0.0259,0.5187,0,0,0.3693,0,0,0,2.2391,0,5.2521,0,0,0,0.8306,0.2404,0,0.0838,5.6989,0,0.0538,0.7442,0.9261,0,0,0.2453,1.7904,0.1883,0.3161,0.1721,0,0,0,0,8.354,0.1926,0,0.4345,0.4714,0,0.1983,0.7029,0,0.4249,0.2963,0,0.0183,0,0,0,0,0,0,0.7451,0,0.0039
532,0,0,0,0,0.0695,0,0.7765,0,0.5458,0.3254,0.3071,0,0.2328,0,0,0,0.2815,0,0.4414,0.4721,0,0.0226,0,0,0,0.0036,0.3715,0,0.2851,0.4948,0.7177,0,0.05,0,0,0,0.1193,0,0.0603,0,0,0,1.4654,0.0111,0,1.5931,0,0.0999,0,0,0.3344,0,0,0,0.2863,0.5396,0,0,0,0.3122,0,0.009,0,0,0,0,0,0,0.158,0.0749,0,0,0,0,0,0,0,0,0.4451,0,0,0.2042,0,0,0,0.1578,0,0,0.04,0,0,0,0,0.789,0,0,0,0.0784,0.1636,0
45,0,0.1031,0,0,0,0,1.4869,0.1135,0,0,0,0,0,0.4436,0,0,0.2175,0,0,0,0.2355,0.0032,1.0573,0,0.8328,0,0,0,0.4081,0,0.516,0,0.0088,0,0.2677,0.392,0,0,0,1.2121,0,0,0,0.0637,0.053,2.9748,0.0182,0.0127,0,0,0.209,0,0,0,0,0,0.14,0.3523,0,0.3496,0,0.0238,0.6495,0.5696,0.0055,0,0,0,0.1694,0.0323,0,0,0,0,0,0,0.3639,0,0,0.0016,0.4457,0.1118,0.2018,0,0,0,0,0,0,0,0,0,0,0,0,0.0288,0,0.0752,0.0002,0
419,0,0,0,0,5.491,0,1.1317,1.6142,1.5201,2.3206,2.2347,0,9.1608,0,0.2811,0,0,0,4.0277,1.1361,0,1.1334,0,0.5873,0.6617,4.0524,0,1.5677,0,0.3658,0,1.1532,0,0,0,0,0.4992,0,4.037,0,0,0.018,0.8866,0.5614,0,1.2581,0,0,0,0,0.7745,0.0295,0.066,0.0179,3.6729,0,0.4272,0,0,0,0,0,5.0584,0,0,1.5895,0,0,0,0.1566,0,0,0,0.1506,0,0,0,0,14.6225,0,0.3806,0,1.0781,0.04,0,1.4559,0,0,0,4.9973,0,2.5715,0,0,0,0,0.2463,0.2818,0,1.3109
28,0,0,0.6697,0.1945,1.7142,0,0.4701,0,0.9042,1.0615,0.7036,0,4.3541,0,0,0,0,0.2032,1.4428,0.5453,0,0.0158,0,0,0.8243,0.0168,3.0119,0.2414,0,0.4203,0,0.6143,0,0.0266,0,0,0.6755,0,1.8146,0,0,0,0.2059,0.0872,0.0268,0,0,0,0,0,0.066,2.9759,0,0.1251,0.6276,2.3559,0,0,0,0.8851,0,0,5.5201,3.9934,0.0187,0.6561,0,0,0,0,2.6599,0.0531,0.0118,0.1763,0,0,0,0,6.8632,0,0,0,0.4801,0.586,0,0.533,0.1596,0,0.1619,0,0.0072,0,0,0,0,0.2329,0,0.0025,0,0
138,0,0.1284,0,0,0.9428,0.0322,0.0033,0,0.7712,0,0.3895,0.1549,1.633,0,0,0.0649,0,0.3162,0.1771,0,1.146,0,0,0.0019,0,0.0022,0,0.0631,0,0,0,0,0.0301,0,1.338,0.5177,0.1337,0.019,0,1.0067,0,0.0023,0,0.0119,0,0,0,0,0,0,0.0024,0,0.4672,0,0.6077,0,0,0,0.4646,0.0764,0.2318,0.0455,1.0739,0,0.0307,1.5477,0,0.0929,0.0959,0,0,0,0.0029,0.0506,0,0,2.619,0.0318,3.4069,0.0414,0,0,0,0,0.104,0.0864,0,0,0.0447,0,0.0038,0,0,0.5142,0.0034,0,0,0.117,0,0
57,0,1.0322,0,0,0.2236,0.351,0,0.8472,0.8326,0.0103,0.6284,0.2965,0,0,0,0,0,0,0.3636,0,0,0,0,0.7195,0,0,0,0,0,0.5211,0,0.2694,0,0,0,0,0,0.0635,1.5893,0,0,0.8334,0,0,0,2.3377,0,0,1.4846,0,0,0,0,0.0165,0.014,0,0.1756,0.0571,0.0235,0,0,0,0.0833,0.119,0.1166,0.5235,0,0,0,0,0,0,0.3416,0.3493,0,0.6931,0.2099,1.4977,0,0.3808,3.8161,0.1125,0,0.0436,0,0.3353,0,0,0.0014,0,0,0,0,0,0.0412,0,0.2102,0.0357,0.0001,0
385,0,0.1015,0,0,0,0,1.463,0.1117,0,0,0,0,0,0.4365,0,0,0.214,0,0,0,0.2318,0.0032,1.0404,0,0.8195,0,0,0,0.4016,0,0.5078,0,0.0087,0,0.2634,0.3857,0,0,0,1.1927,0,0,0,0.0627,0.052,2.9273,0.0179,0.0125,0,0,0.2057,0,0,0,0,0,0.1377,0.3467,0,0.3441,0,0.0234,0.6391,0.5605,0.0055,0,0,0,0.1667,0.0317,0,0,0,0,0,0,0.3581,0,0,0.0016,0.4385,0.1099,0.1984,0,0,0,0,0,0,0,0,0,0,0,0,0.0283,0,0.074,0.0002,0
43,0,0.1015,0,0,0,0,1.463,0.1117,0,0,0,0,0,0.4365,0,0,0.214,0,0,0,0.2318,0.0032,1.0404,0,0.8195,0,0,0,0.4016,0,0.5078,0,0.0087,0,0.2634,0.3857,0,0,0,1.1927,0,0,0,0.0627,0.052,2.9273,0.0179,0.0125,0,0,0.2057,0,0,0,0,0,0.1377,0.3467,0,0.3441,0,0.0234,0.6391,0.5605,0.0055,0,0,0,0.1667,0.0317,0,0,0,0,0,0,0.3581,0,0,0.0016,0.4385,0.1099,0.1984,0,0,0,0,0,0,0,0,0,0,0,0,0.0283,0,0.074,0.0002,0
20,0,0,0,0,1.7185,0,0,2.3753,0.9784,1.6649,0.597,0.6268,6.5725,0,0.3004,0,0,0,1.7141,0.7018,0,0,0,0.1283,1.0834,0,0,0.9237,0,0.8599,0,0.0321,0.0299,0,0,0,0.2924,0,1.9473,0,0,0.1974,0.3808,0,0,1.5206,0,0,0.3554,0,0,0,0,0.6147,2.77,0,0,0,0,0.1801,0,0,4.599,0,0,0.7841,0,0,0.1362,0,1.4911,0,1.7508,0.3938,0,0,0,0,8.0386,0,0,0.2004,0.4802,0.0021,0,0.0315,0,0,0,2.9989,0,1.9363,0.1887,0,0.3165,0.0539,0.0681,0,0,0.023
264,0,0.5484,0,0,1.5674,0,0,0,1.5638,2.2578,0,0.9861,9.7716,0,0,0,0,0,2.1369,0.5487,0,0.3075,0,0.0505,0.1846,0.1414,0,0.1984,0,0.7697,0,0.0915,0,0,0,0,0,0,2.9453,0,0,0.063,1.0067,0.0342,0.1801,2.6607,0.0571,0,0.1077,0,0,1.7036,0,0,4.4819,0,0,0,0,0.1827,0,0.3434,6.1636,0,0.1306,1.2023,0,0,0,0,2.4854,0.1538,0,0.1675,0,0,0,0,13.4427,0.1447,0,0.1597,0.7724,0,1.2781,1.2119,0,0,0,0,0.1476,0,0,0,0,0.2834,0,0.1134,0.0001,0
429,0,0,0.946,0,5.056,0.1586,0.0462,1.1485,3.3311,3.6823,1.6525,1.7257,17.5123,0,1.7347,0,0,0,6.2615,1.0126,0,0.5103,0,0.1486,0.9412,0.3924,0.2688,0.4529,0,0.123,0,0.1269,0,0.0612,0,0,1.0795,1.1908,5.9691,0,0,0,1.1183,0,0.9114,1.112,0,0,0,0.3984,0.0747,0.0862,0.0621,0.01,4.4288,0.1417,0,0,0,0,0.0237,0,4.6324,2.3905,0,2.6671,0,0.0516,0.1279,0.2307,4.7496,0.4142,0,0,0,0,0,0.0332,26.4622,0,0.2211,0.109,1.698,0,0,2.4739,0.1811,0,0,1.7755,0.012,0,0,0,0,0,0.4364,0.0718,0,0
87,0.7953,0,0,0.1997,0,0,0,0,0,0.9318,0,0,0,0.1677,0.0284,0,0.1269,0.1487,0,0,0.1131,0.1253,0.4154,2.5035,0,0.0676,0.1028,0.138,0,0.9456,1.0578,0.1473,0.4082,0.0146,0.079,1.4461,0.1814,0.16,0,0.1616,0.0315,2.9006,0,0,0,2.4602,0.0367,0.1059,5.1681,0,0,0,0.0032,0,0,0,0.0218,0.026,0.0208,0,0,0,0,0.004,0.0148,0,0,0,0.1304,0.0511,0,0,0,0.8571,0,0.1388,0.5029,0,0,0,0,0.5014,0,0,0.0001,0,0,0,0,0.0011,0.0566,0.0003,0,0,0.0199,0.0457,0,0,0,0
37,2.1431,0.1295,0,0.3284,0,0.1141,0.3422,0.1988,0,0,0,0,0,0.5858,0,0.1868,0.542,0.8593,0,0,0.0075,0.359,0,0,0,0,0,0,1.0015,0,0.6899,0,0.0827,0,0.2441,1.9634,0,0.0662,0,2.9889,0.0263,0,0,0.2639,0.0091,1.6238,0.7101,0.0327,0,0,0.0491,0,0,0,0,0,0.387,0.9009,0.5985,0,0,0.0913,0.0824,0.0541,0,0,0,0,0.1311,0,0,0,0,0.1261,0,0,6.4669,0,0,0,0.3323,0,0,0.0002,0,0,0.2326,0.0831,0,0,0,0,0.0001,1.3897,0.0961,0,0,0.1872,0.0006,0
565,0,0.3626,0.26,0.6303,0.8525,0.316,0.0171,0.5773,0.9011,1.0223,0.34,0.7309,4.9499,0,0,0,0,0.4095,1.1854,0.4988,0,0,0,0,0.3814,0.1045,3.4079,0.1237,0,0.1419,0,1.341,0,0.191,0,0,0.859,0,1.3386,0,0,0,0.1843,0,0,0.3853,0,0,0,0.058,0,0.0564,0,0,1.0127,2.8466,0,0,0,1.145,0,0.5845,6.455,2.7588,0,0.5685,0,0,0.0059,0.2391,0.7918,0.213,0,0.0413,0,0,0,0,5.8432,0,0,0,0.3924,0,0.0135,0.548,0.1036,0,0.2546,0,0,0,0,0,0,0.1931,0,0,0.0488,0.049
50,0,0.8191,0.1358,0,6.6129,0,0.5725,0,4.4956,4.9734,4.6,0,19.9108,0,0,0,0,0,5.4599,2.5279,0,0.3856,0,0.0455,1.0133,1.6043,0,2.5405,0,0.5232,0,0.9223,0,0,0,0,1.4685,0,5.9221,0,0,0,1.0564,0.1713,0.0298,2.0787,0,0,0,0.2256,0.2982,0.7822,0,0,7.1597,0,0.8583,0.8311,0,0,0,0,10.2109,0,0,2.8507,0,0,0.0319,0.0759,2.5836,0.1929,0,0.251,0,0,0,0,28.3239,0.4469,0.1759,0.3928,1.9206,0,0.9414,2.6428,0,0,0,0,0,0.2143,0.2499,0,0,0,2.0653,0,0,0
329,4.151,0,0,0.0151,0,0.0047,0.2401,0,0,0,0,0,0,1.3254,0.0036,0,1.952,0.0876,0,0,0.009,0.0114,0,0,0,0.0083,0,0,3.0542,0.0982,1.8153,0,0.2507,0.0018,1.2748,2.018,0,0.1772,0,3.3017,0.0596,0,0,0,0,0,0.0874,0.0697,0,0,0.0337,0,0.0175,0,0,0,0.1702,0.3833,0.0109,0.1562,0,0.0015,0.1578,0.203,0,0,0,0,0.021,0,0,0,0,0,0,0.4298,7.1736,0,0,0,0,0,0,0.002,0,0,0,0,0,0.0002,0.0087,0,0,1.8802,0.1178,0,0,0,0,0
381,0,0.1174,0,0,0,0,1.6419,0.0139,0.1033,0,0,0,0,0.3235,0,0,0.1166,0,0,0,0.157,0.018,0.8284,0,0.8502,0,0,0,0.156,0,0.544,0,0,0,0.1888,0.2761,0,0,0,0.9389,0,0,0,0.0671,0.1951,3.2043,0.0045,0.0297,0,0,0.2309,0,0,0,0,0,0.1507,0.3782,0,0.4853,0,0.1696,1.4192,0.1119,0.097,0,0,0,0.1741,0.0192,0,0,0,0,0,0,0.1628,0,0,0,0.3884,0.1763,0.2357,0,0.1103,0,0,0,0,0,0,0,0,0,0,0.0193,0,0.079,0.0002,0
570,1.8968,0,0,0,0,0,0,0.5315,0,0,0.0127,0,0,0.4389,0.026,0,0.6039,0.8877,0,0,0.5261,0,4.2186,0.3049,1.404,0,0,0,0.7896,0.7186,0.5354,0,0.0897,0.021,1.2242,0.9106,0.0532,0.0608,0,2.689,0.015,0.9145,0,0.2061,0,0.2472,0.4963,0,0,0,0,0,0,0,0.4517,0,0,0.2146,0,0,0,0,0.875,0,0,0,0,0,1.1435,0,0,0.654,0,0,0,1.1601,2.6347,0.2054,0,0,0,0.0354,0,0.0756,0,0,0,0.0049,0,0.4917,0.008,0.4454,0.0493,0.7281,0,0,0,0,0,0.0079
275,0,0,0.385,0.2929,0.9271,0,0.1173,0,0,0.2089,0.5276,0,3.293,0,0,0,1.3366,0,1.1291,1.8202,0,0,1.9667,0,0.274,0,0.7488,0.2145,0,0.0806,0.2497,0,0,0,0,0,0,0.1188,0,1.0728,0,0,0,0,0.0588,0,0,0.058,0.8749,0,1.2301,0.5082,0.0309,0,0,0,0,0,0.1542,0.0085,0,0,0,0,0,0.1309,0,0,0,0.2378,0.251,0,0,0,0.033,0.7627,0,0,3.2134,0,0,0,0,0.0052,0,0.4211,0.0468,0,0,0,0,0,0,0,0,0,0,0.2431,0.6665,0
367,0,0,0.1663,0,4.1225,0.5055,0,0.4187,2.2632,3.4895,0.1915,1.8329,14.7696,0,0.191,0,0,0,4.0611,1.7419,0,0,0,0,0.4333,0,0,2.112,0,0.2954,0,0.1808,0,0.2338,0,0,0.8129,0,4.6878,0,0,0,1.3218,0,0,1.6172,0,0.2054,0.0117,0.5977,0,2.5285,0,0.1451,6.152,0,0,0,0,0,0,0,8.2069,0,0,1.9802,0.2278,0,0.6367,0,3.9138,0,0,0.2768,0,0,0,0,21.031,0,0.0527,0,1.4084,0.4722,3.6436,1.866,0,0,0,0,0.0199,0,0,0,0,0.4391,0,0.6322,0.0127,0
335,0,0,0.8978,0,0.0641,0,0.9092,0,1.2076,0.871,0,0,5.2204,0,0.0322,1.1077,0,0,1.0693,0.3914,0,0.1652,0,0.0502,0.789,0,0,0.5828,0,0,0,0,0.1764,0.069,0,0,0.4568,0.2703,1.3724,0,0.5479,0.2431,0,0,0.2231,1.8328,0.0017,0,0,0,0.4803,0.0454,0,0,2.6439,0,0.6995,1.7427,0,0.3791,0,0.0827,4.3722,0,0.0892,0.5063,0,0,0.1006,0,0.9597,0,0,0.1649,0,0,0,0,4.9572,0,0,0,0.2461,0,0.1262,1.1732,1.5741,0.0501,0,0,0.0359,0,0,0,0,0.2675,0,0.5709,0.0141,0
289,0,0.0159,0.0885,0.3816,1.256,0,0,0.0132,0,0.6893,0.5273,0.2738,3.9173,0,0,0,1.5045,0.0345,1.5208,2.7505,0,0,0,0,0.3124,0,0.3264,0.3699,0,0.1569,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0006,0.1517,0.6594,0.0951,0,0.2068,0,1.3838,0.0161,0.0015,0.0002,0.0644,0.0041,0,0,0.2403,0,0,0,0.0179,0.0021,0.0015,0.2882,0,0,0,0.1105,0.916,0,0.0052,0,0,0,0,0.0216,7.371,0.0054,0.0521,0,0,0.0134,0,0.6431,0,0,0,0,0,0,0,0,0,0,0.1702,0.35,0.9595,0
524,0,0,0,1.1702,3.834,0.2634,0,0.9056,0,1.3085,2.1066,0,3.6815,0,0.0905,0,0,0.4181,0.7292,0.2466,0,0,0,0.3523,0.4295,0,0,0,0.1347,0.3623,0.2622,0,0.1726,0,0,0,0.2502,0.0481,1.3493,0,0.0032,0.4295,0,0.0978,0,1.0415,0,0,0.7501,0,0,0,0,0.0115,0.9645,0,0,0.0097,0,0.6547,0,0,1.7696,0,0,0.254,0,0,0.1144,0,0,0.4401,0.9792,0.1587,0,0,0,0,12.441,0,0,0,0,0,0,0.8275,0,0,0,0.973,0.0151,0.7964,0.0855,0.0224,0,0.4066,0.1083,0,0,0.0136
183,0,0.4242,0.3399,0,2.7622,0.0012,0,0,2.4336,2.6451,2.0206,1.8118,11.2682,0,0,0,0,0.6166,3.3191,1.621,0,0,0,0,0.2397,0,0,1.3248,0,0.1122,0,0,0,0,0,0,0.8099,0,3.5636,0,0,0.0352,0.4049,0.1524,0.0618,1.644,0,0,0.004,0,0.1982,0,1.9236,0,3.216,0,0,0,1.4062,0.4532,0.5798,0.1879,5.0579,0,0.0893,1.4705,0,0,0.3749,0,3.2335,0.376,0,0.0386,0,0,0,0.2685,15.1407,0.0815,0,0.3831,0.7353,0,0.2176,1.37,0.0514,0,0.3947,0,0.0115,0,0,0,0,0.1188,0,0.5427,0.1482,0
386,0,0.0515,0,0,0,0,1.3889,0.0927,0,0,0,0,0,0.5426,0,0,0.2968,0,0,0,0.279,0,1.223,0,0.8023,0,0,0,0.548,0,0.5871,0,0.019,0,0.4618,0.4943,0,0,0,1.1654,0,0,0,0.0855,0.0533,3.1016,0.0356,0.0153,0,0,0.1958,0,0,0,0,0,0.2856,0.7042,0,0.3256,0,0.0529,0.6159,0.5103,0.0072,0,0,0,0.1672,0.0232,0,0,0,0,0,0,0.661,0,0,0,0.5316,0.0988,0.1399,0,0,0.0048,0,0,0,0,0,0,0.0001,0,0.0052,0.0666,0,0.1579,0.0005,0
41,0,0.0515,0,0,0,0,1.3889,0.0927,0,0,0,0,0,0.5426,0,0,0.2968,0,0,0,0.279,0,1.223,0,0.8023,0,0,0,0.548,0,0.5871,0,0.019,0,0.4618,0.4943,0,0,0,1.1654,0,0,0,0.0855,0.0533,3.1016,0.0356,0.0153,0,0,0.1958,0,0,0,0,0,0.2856,0.7042,0,0.3256,0,0.0529,0.6159,0.5103,0.0072,0,0,0,0.1672,0.0232,0,0,0,0,0,0,0.661,0,0,0,0.5316,0.0988,0.1399,0,0,0.0048,0,0,0,0,0,0,0.0001,0,0.0052,0.0666,0,0.1579,0.0005,0
16,5.3163,0,0,0,0,0,1.6397,0,0,0,0,0,0,1.5623,0,0.2069,1.7552,0.1827,0,0,1.0036,0.0079,7.6497,0,0,0.0139,0,0,2.2243,0,1.1436,0,0.4101,0,0.6503,2.1705,1.5154,0,0,4.8225,0.0057,0,0,0.0166,0.0424,0.0444,0.1523,0.0144,1.6736,0,0.8984,0,0,0,0,0,0.2377,0.5356,0,0.2174,0,0.0232,0.5051,0.5705,0.0013,0,0,0,0.2818,0,0,0,0,0,0,1.9125,6.0585,0,0,0,0.0027,0.009,0,0,0.0041,0,0,0,0,0.0019,0.0127,0.0163,0.0277,1.8567,0,0,0,0.0474,0.0209,0.0202
375,0,0.5138,0,0.1962,1.0767,0.4127,0,1.582,1.013,1.1408,0.3442,0.5161,4.5221,0,0.6567,0,0,0,1.3124,0.6617,0,0,0,0.0414,0.1375,0,0,0.6724,0,0.5773,0,0,0,2.8021,0,0,0.2174,0,1.477,0,0,0.0523,0.2766,1.5638,0,0.8421,0,0.2983,0.063,0,0.0095,0,0,0,2.0247,0,0.1927,0,0,0,0,0.0497,2.9742,0,0,0.665,0,0,0,0,1.2284,0,0.0056,0,0,0,0,0,6.0604,0,0,0.2513,0.4208,0.0323,0,0.6298,0,0,0.4446,2.3722,0,1.2591,0.052,0,0,0.0015,0.0476,0.022,0,0.0013
