index_P,april.n.01,nothing.n.01,pound.n.10,wrinkle.n.01,austral.n.01,acre.n.03,wheat.n.02,billion.n.03,whitethorn.n.01,usage.n.03,hour_angle.n.02,mexico.n.01,volt.n.01,franc.n.01,security.n.04,termination.n.05,montana.n.01,elevation.n.03,dole.n.01,taiwan.n.02,redemption.n.02,portland.n.02,sugar.n.01,percentage.n.01,store.n.02,hectare.n.01,worm.n.02,rescue.n.01,yugoslav.n.01,alberta.n.01,february.n.01,fob.n.03,cooperative.n.01,sellers.n.01,treatment.n.01,duty.n.03,cargo.n.01,colombia.n.01,malted.n.01,basket.n.04,july.n.01,loanword.n.01,mission.n.04,jordan.n.02,bonus.n.02,army.n.02,government_accounting_office.n.01,argentina.n.01,pale_yellow.n.01,semolina.n.01,connecticut.n.01,food_and_agriculture_organization.n.01,home_plate.n.01,estate.n.02,maximum.n.03,june.n.01,cambodia.n.01,workweek.n.01,intravenous_feeding.n.01,ski_tow.n.01,commitment.n.05,license.n.01,protein.n.01,roberts.n.04,rebate.n.01,renewal.n.02,seaway.n.01,burlington.n.01,hydrofluorocarbon.n.01,substitute.n.02,elevator.n.01,registration.n.02,goal.n.01,bushel.n.02,tanzania.n.01,planting.n.03,season.n.03,millimeter.n.01,soviet_union.n.01,metric_ton.n.01,brazil_nut.n.02,pitch.n.02,offerer.n.01,source.n.07,arabian_peninsula.n.01,saudi.n.01,agreement.n.06,lining.n.03,cooperation.n.02,blemish.n.01,january.n.01,water.n.01,peer.n.01,exporter.n.01,algeria.n.01,paddy.n.01,month.n.02,hassium.n.01,barley.n.02,stage_set.n.01
419,0,0,0,0.0057,0,0.0001,0.0764,0,0,0,0,0.0001,0,0,0,0,0.0001,0.0017,0.0007,0,0.0005,0.0001,0,0.0022,0.0018,0,0,0,0,0.0002,0,0,0,0.0664,0,0.0012,0,0,0,0,0,0.0052,0,0,0.001,0,0,0,0.0016,0,0.0001,0,0,0.0011,0.0003,0,0,0,0,0,0,0,0,0,0.0006,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0.0396,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.036,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567,0,0,0,0.0474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0.0037,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0.0915,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.0176,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0
57,0.0487,0.0634,0,0.0017,0,0.0003,0.0169,0,0.0001,0,0,0.0002,0,0,0,0,0.0003,0.0004,0.0002,0.0001,0.0001,0.0003,0,0.0005,0.0004,0,0.0001,0,0,0.0003,0,0,0,0.0001,0,0.0003,0.0001,0.0001,0,0,0,0.0011,0,0.0001,0.0002,0,0,0.0001,0.0049,0,0.0003,0,0.0001,0.0002,0.0007,0,0.0001,0.0299,0,0.0001,0,0,0,0.0001,0.0001,0,0.0001,0.0003,0,0.0001,0.0001,0,0,0,0.0001,0,0,0,0.0003,0.0151,0.0001,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0001,0.0001,0.0001,0,0,0,0,0.0001
385,0,0,0,0.0036,0,0.0007,0,0,0.0002,0,0,0.0005,0.0763,0,0,0,0.0006,0,0,0.0002,0,0.0005,0,0,0,0,0.0001,0,0.0001,0.0007,0,0.0001,0,0.0001,0,0,0.0002,0.0003,0,0,0,0,0,0.0002,0,0,0,0.0002,0.0101,0,0.0007,0,0.0001,0,0.0014,0,0.0003,0,0,0.0001,0,0,0,0.0001,0,0,0.0001,0.0006,0,0.0001,0.0001,0,0,0,0.0002,0,0,0,0.0005,0.0711,0.0002,0,0.0001,0,0.0002,0.0001,0,0,0,0,0,0,0.0003,0.0001,0.0002,0.0001,0.072,0,0.0001,0.0002
43,0,0,0,0.0036,0,0.0007,0,0,0.0002,0,0,0.0005,0.0763,0,0,0,0.0006,0,0,0.0002,0,0.0005,0,0,0,0,0.0001,0,0.0001,0.0007,0,0.0001,0,0.0001,0,0,0.0002,0.0003,0,0,0,0,0,0.0002,0,0,0,0.0002,0.0101,0,0.0007,0,0.0001,0,0.0014,0,0.0003,0,0,0.0001,0,0,0,0.0001,0,0,0.0001,0.0006,0,0.0001,0.0001,0,0,0,0.0002,0,0,0,0.0005,0.0711,0.0002,0,0.0001,0,0.0002,0.0001,0,0,0,0,0,0,0.0003,0.0001,0.0002,0.0001,0.072,0,0.0001,0.0002
20,0,0,0,0.0071,0,0.0002,0,0,0.0526,0,0,0.0001,0,0,0,0,0.0002,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0764,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.0002,0,0,0,0.0003,0.0904,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0001,0.0677,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0.0064,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1822,0.0483,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162,0.0001,0,0,0,0,0,0,0,0,0.0023,0,0,0.0001,0,0,0,0,0,0,0
429,0,0,0,0.0051,0,0.0001,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0728,0,0,0,0,0,0,0,0,0.0014,0,0.0001,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0.0937,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0.009,0,0.0017,0.0082,0,0.0006,0,0,0.0012,0,0,0,0,0.0015,0,0,0.0006,0,0.0014,0.0095,0,0.0584,0,0.0003,0,0.0002,0.0017,0,0.0002,0,0.0004,0,0,0.0005,0.0007,0,0,0,0.105,0,0.0006,0,0,0,0.0004,0.0256,0.0047,0.0017,0,0.0003,0,0.0036,0,0.0007,0,0,0.0003,0,0,0,0.0003,0,0,0.0003,0.0016,0,0.0004,0.0003,0,0,0.0183,0.0004,0,0,0,0.0014,0.0127,0.0006,0,0.0003,0,0.0004,0.0003,0,0,0,0,0,0,0.0006,0.0004,0.0005,0.0002,0.0206,0,0.0002,0.0005
565,0,0,0,0.0014,0,0,0,0,0,0,0,0.0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0.0781,0,0,0,0,0,0.0004,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0.0072,0,0,0.0662,0,0,0,0,0,0,0,0,0,0,0.0014,0.0006,0,0.0004,0,0,0.0019,0.0015,0,0,0.078,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.0045,0,0.09,0.0008,0,0,0,0.002,0,0,0,0,0.001,0.0004,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0.0349,0,0,0,0,0,0
329,0,0,0,0,0,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0.0476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1369,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0.0053,0,0.0004,0,0,0.0002,0,0,0,0.0725,0,0,0,0.0005,0,0,0.0003,0,0.0004,0,0,0,0,0.0001,0,0.0001,0.0005,0,0.0001,0,0.0002,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.0115,0,0.0004,0,0.0002,0,0.0017,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0.0001,0.0005,0,0.0002,0.0001,0,0,0,0,0,0,0,0.015,0.0956,0.0003,0,0.0001,0,0.0002,0.0001,0,0,0,0.0003,0,0,0.0003,0.0002,0,0.0001,0.0694,0,0.0001,0.0002
570,0,0,0,0.0012,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637,0,0,0.0003,0.0002,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0.0208
275,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0.1085,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166,0,0,0,0,0.0635,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,0,0,0,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1492,0.0024,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094,0.0522,0,0,0.0078,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0.027,0,0.0039,0,0,0.0003,0,0,0,0,0,0,0,0.0035,0,0,0,0,0.0033,0,0,0,0,0,0,0,0.0041,0.021,0.0004,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0.0671,0,0.0039,0,0.0006,0,0.0095,0,0,0,0,0.0004,0,0,0,0,0,0,0.0005,0.0036,0,0,0.0005,0,0,0,0,0,0,0,0,0.0592,0.001,0,0,0.0165,0.0161,0.0154,0,0,0,0.0002,0,0,0,0,0.042,0,0,0,0.0001,0.0007
289,0,0,0,0,0,0,0.0028,0.0181,0,0,0,0,0,0,0.1562,0,0,0,0,0,0.0176,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405,0,0,0,0,0.0261,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,0.0721,0,0,0.0024,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0404,0,0,0,0,0.0019,0,0,0.0884,0,0,0,0.0007,0.0682,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0353,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0.0161,0,0,0,0,0,0,0,0,0,0,0.0243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0,0.0742,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0,0,0,0,0,0.0121,0,0,0.0104
386,0,0,0,0.0076,0,0.0014,0,0,0.0005,0,0,0.001,0.0725,0,0,0,0.0013,0,0,0.0005,0,0.0012,0,0,0,0,0.0003,0,0.0002,0.0015,0,0.0002,0,0.0003,0,0,0.0004,0.0006,0,0,0,0,0,0.0005,0,0,0,0.0003,0.0216,0,0.0014,0,0.0003,0,0.0031,0,0.0006,0,0,0.0002,0,0,0,0.0003,0,0,0.0003,0.0013,0,0.0003,0.0002,0,0,0,0.0003,0,0,0,0.0011,0.0674,0.0005,0,0.0002,0,0.0003,0.0003,0,0,0,0,0,0,0.0005,0.0003,0.0004,0.0002,0.0684,0,0.0002,0.0004
41,0,0,0,0.0076,0,0.0014,0,0,0.0005,0,0,0.001,0.0725,0,0,0,0.0013,0,0,0.0005,0,0.0012,0,0,0,0,0.0003,0,0.0002,0.0015,0,0.0002,0,0.0003,0,0,0.0004,0.0006,0,0,0,0,0,0.0005,0,0,0,0.0003,0.0216,0,0.0014,0,0.0003,0,0.0031,0,0.0006,0,0,0.0002,0,0,0,0.0003,0,0,0.0003,0.0013,0,0.0003,0.0002,0,0,0,0.0003,0,0,0,0.0011,0.0674,0.0005,0,0.0002,0,0.0003,0.0003,0,0,0,0,0,0,0.0005,0.0003,0.0004,0.0002,0.0684,0,0.0002,0.0004
16,0,0,0,0.0028,0,0.0005,0.0007,0,0.0002,0,0,0.0004,0,0,0,0,0.0005,0,0,0.0002,0,0.0004,0.0009,0.0048,0.0294,0,0.0001,0,0.0001,0.0005,0,0.0001,0,0.0001,0,0,0.0001,0.0002,0,0,0,0,0,0.0002,0,0,0,0.0001,0.0079,0.0004,0.0005,0.0521,0.0001,0,0.0011,0,0.0002,0,0,0.0001,0,0,0,0.0001,0,0,0.0001,0.0005,0,0.0001,0.0001,0,0.0122,0,0.0001,0,0.0095,0,0.0004,0.0424,0.0002,0,0.0001,0,0.0001,0.0001,0,0,0,0,0,0,0.0002,0.0001,0.0002,0.0001,0,0,0.0001,0.0001
375,0,0,0,0.0032,0,0.0001,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0,0.0001,0,0.0734,0,0.0002,0,0,0.0329,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0.0224,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0.0815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0.0078,0,0.0006,0,0,0,0,0,0.0005,0,0,0,0,0.0006,0,0,0,0,0.0005,0,0,0,0,0,0,0,0.0007,0,0.0459,0,0,0,0,0.0457,0.0002,0,0,0,0,0,0.0002,0,0,0,0.0001,0.0095,0,0.0006,0,0,0,0.0015,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0.0001,0,0,0,0.0005,0.0874,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0.0002,0,0,0,0,0
42,0,0,0,0.0075,0,0.0014,0,0,0.0005,0,0,0.001,0.0719,0,0,0,0.0013,0,0,0.0005,0,0.0012,0,0,0,0,0.0003,0,0.0002,0.0015,0,0.0002,0,0.0003,0,0,0.0004,0.0006,0,0,0,0,0,0.0005,0,0,0,0.0003,0.0214,0,0.0014,0,0.0003,0,0.0031,0,0.0006,0,0,0.0002,0,0,0,0.0003,0,0,0.0003,0.0013,0,0.0003,0.0002,0,0,0,0.0003,0,0,0,0.0011,0.0669,0.0005,0,0.0002,0,0.0003,0.0003,0,0,0,0,0,0,0.0005,0.0003,0.0004,0.0002,0.0678,0,0.0002,0.0004
296,0,0,0,0.1819,0,0.016,0,0,0.0056,0,0,0.0119,0,0,0,0,0.0147,0,0,0.0058,0,0.0135,0,0,0,0,0.0029,0,0.0018,0.0169,0,0.0021,0,0.0035,0,0,0.0045,0.0064,0,0,0,0,0,0.0055,0,0,0,0.0038,0.0352,0,0.0161,0,0.0034,0,0.0353,0,0.0065,0,0,0.0026,0,0,0,0.0029,0,0,0.0029,0.0152,0,0.0037,0.0028,0,0,0,0.0037,0,0,0,0.0132,0,0.006,0,0.0024,0,0.0037,0.0032,0,0,0,0.0291,0,0,0.0062,0.0035,0.0052,0.0019,0,0,0.0019,0.0044
136,0,0,0,0.0335,0,0.0008,0,0,0.0003,0,0,0.0006,0,0,0,0,0.0007,0,0,0.0003,0,0.0007,0,0.0479,0,0,0.0001,0,0.0001,0.0008,0,0.0001,0,0.0002,0,0,0.0002,0.0003,0,0,0,0,0,0.0003,0,0,0,0.0002,0.0093,0,0.0008,0,0.0002,0,0.0704,0,0.0003,0,0,0.0001,0,0,0.048,0.0001,0,0,0.0001,0.0007,0,0.0002,0.0001,0,0,0,0.0002,0,0,0,0.0006,0,0.0003,0.0367,0.0001,0,0.0002,0.0002,0,0,0,0.0119,0,0,0.0003,0.0002,0.0002,0.0001,0,0,0.0001,0.0002
40,0,0,0,0.0046,0,0.0004,0,0,0.0002,0,0,0,0.0715,0,0,0,0.0004,0,0,0.0002,0,0.0003,0,0,0,0,0.0001,0,0.0001,0.0003,0,0.0001,0,0.0001,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0542,0.0099,0,0.0004,0,0.0001,0,0.0014,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0.0001,0.0004,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0666,0.0002,0,0.0001,0,0.0001,0.0001,0,0,0,0.0003,0,0,0.0002,0.0001,0,0.0001,0.0675,0,0.0001,0.0002
427,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0.0003,0,0.0964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0.0283,0,0,0,0
261,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0.1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0342,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0.1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0.0073,0,0.001,0.0008,0,0,0,0,0.0008,0.0556,0,0,0,0.001,0,0,0,0,0.0009,0.001,0,0,0,0,0,0,0.0011,0.0089,0,0,0,0,0,0,0.0004,0,0,0.0124,0.0128,0,0.0004,0,0,0,0.0002,0.0165,0.0005,0.0011,0,0,0,0.0024,0,0.0004,0,0.0533,0,0,0,0,0,0,0,0,0.001,0,0.0307,0,0,0,0,0.0002,0,0,0,0.0009,0,0,0,0,0,0,0,0,0,0,0.0003,0.0119,0,0,0,0.0003,0,0,0,0,0
572,0,0,0,0.0102,0,0.0015,0,0,0,0,0,0.0011,0,0,0,0,0.0014,0,0,0,0,0.0012,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0.0005,0,0,0,0.0003,0.0228,0,0.0015,0,0,0,0.0032,0,0.0006,0,0,0.0578,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0.0003,0,0,0,0.0012,0.0396,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0.0005,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0.0146,0,0,0.0665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157,0,0,0.03,0,0.0161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0.0039,0,0.0003,0,0,0.0002,0,0,0,0.0678,0,0,0,0.0003,0,0,0.0002,0,0.0003,0,0,0,0,0.0001,0,0.0001,0.0004,0,0.0001,0,0.0001,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.0086,0,0.0003,0,0.0001,0,0.0013,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0.0001,0.0003,0,0.0001,0.0001,0,0,0,0,0,0,0,0.0112,0.0948,0.0002,0,0.0001,0,0.0001,0.0001,0,0,0,0.0002,0,0,0.0002,0.0001,0,0.0001,0.0652,0,0.0001,0.0001
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0.0038,0,0.0003,0.001,0,0.0002,0,0,0,0,0,0,0,0.0002,0,0,0.0002,0,0.0002,0.0012,0.0281,0,0,0.0001,0,0.0001,0.0002,0,0.0001,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0075,0.0006,0.0003,0,0.0001,0,0.0011,0,0,0.1027,0,0.0001,0,0,0,0.0001,0,0,0.0001,0.0002,0,0.0001,0.0001,0,0,0,0,0,0.0171,0,0.0142,0.0489,0.0002,0,0.0001,0,0.0001,0.0001,0,0,0,0.0004,0,0,0.0002,0.0001,0,0.0001,0,0,0.0001,0.0001
73,0,0,0,0.0097,0,0.0018,0,0,0.0006,0,0,0.0013,0,0,0,0,0.0016,0,0,0.0006,0,0.0015,0,0,0,0,0.0003,0,0.0002,0.0019,0,0.0002,0,0.0004,0,0,0.0005,0.0007,0,0,0,0,0,0.0006,0,0,0,0.0004,0.0275,0,0.0018,0,0.0004,0,0.0039,0,0.0007,0,0,0.0003,0,0,0.1376,0.0003,0,0,0.0003,0.0017,0,0.0004,0.0003,0,0,0,0.0004,0,0,0,0.0015,0,0.0007,0,0.0003,0,0.0004,0.0004,0,0,0,0,0,0,0.0007,0.0004,0.0006,0.0002,0,0,0.0002,0.0005
294,0,0,0,0.1712,0,0.0147,0,0,0.0051,0,0,0.0109,0,0,0,0,0.0135,0,0,0.0053,0,0.0123,0,0,0,0,0.0027,0,0.0017,0.0155,0,0.0019,0,0.0032,0,0,0.0042,0.0058,0,0,0,0,0,0.005,0,0,0,0.0035,0.022,0,0.0148,0,0.0031,0,0.0323,0,0.006,0,0,0.0024,0,0,0,0.0027,0,0,0.0027,0.0139,0,0.0034,0.0026,0,0,0,0.0034,0,0,0,0.0121,0,0.0055,0,0.0023,0,0.0034,0.0029,0,0,0,0.0283,0,0,0.0057,0.0031,0.0047,0.0018,0,0,0.0017,0.0041
560,0,0,0,0.015,0,0.0721,0.0005,0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.0003,0,0,0,0,0.0007,0,0,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053,0,0,0,0,0,0,0,0,0,0.006
482,0,0,0,0.0061,0,0.0006,0,0,0.0083,0,0,0.0004,0,0,0,0,0.0006,0,0,0,0,0.0005,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0.0002,0,0,0,0.0001,0.0091,0,0.0006,0,0,0,0.0013,0,0.0002,0.0107,0,0,0,0,0,0.0524,0,0,0,0.0006,0,0,0,0,0,0,0.0001,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.0002,0,0,0,0,0
507,0,0,0,0.0351,0,0.0008,0,0,0,0,0,0.0007,0,0,0,0,0.0008,0,0,0,0,0.0007,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0.0003,0,0,0,0.0002,0.0097,0,0.0008,0,0,0,0.0677,0,0.0003,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0.0002,0,0,0,0.0007,0.0417,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0.0002,0,0,0,0,0.0511
400,0,0,0,0.0026,0,0.0001,0.0955,0,0,0,0,0,0,0,0,0,0.0001,0.0021,0.0009,0,0.0006,0.0001,0,0.0027,0.0022,0,0,0,0,0.0001,0,0,0,0,0,0.0015,0,0,0,0,0,0.0065,0,0,0.0012,0,0,0,0.0007,0,0.0001,0,0,0.0014,0.0001,0,0,0,0,0,0,0,0,0,0.0007,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0.0495,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0.0504,0,0,0,0,0,0
12,0.017,0,0,0.0006,0,0,0.0017,0,0.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128,0,0,0,0,0,0,0.0002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0521,0,0,0,0,0,0,0,0,0,0,0,0,0.0337,0,0,0,0,0,0,0,0.0733,0,0,0.0012,0,0,0,0,0,0,0,0,0,0
