index_P,index_sent,words_not_stop
157,2,"['impetus', 'behind', 'countertrade', 'began', 'comes', 'two', 'state', 'trading', 'firms', 'State', 'Trading', 'Corp', 'STC', 'Minerals', 'Metals', 'Trading', 'Corp', 'MMTC']"
157,3,"['two', 'state', 'trading', 'corporations', 'free', 'use', 'buying', 'power', 'respect', 'bulk', 'commodities', 'promote', 'Indian', 'exports', 'commerce', 'ministry', 'spokeswoman', 'said', 'adding', 'private', 'firms', 'excluded', 'countertrading']"
157,4,"['One', 'trade', 'source', 'said', 'India', 'targetted', 'countries', 'depend', 'Indian', 'domestic', 'market', 'recently', 'opened', 'foreign', 'imports']"
157,5,[]
157,6,[]
157,7,[]
157,8,"['Total', 'trade', 'Soviet', 'Union', 'involving', 'swaps', 'agricultural', 'produce', 'textiles', 'Soviet', 'arms', 'crude', 'oil', 'estimated', 'billion', 'dlrs', 'fiscal']"
157,9,[]
158,0,[]
158,1,"['department', 'said', 'bonuses', 'awarded', 'averaged', 'dlrs', 'per', 'tonne', 'paid', 'exporters', 'form', 'commodities', 'CCC', 'inventories']"
158,2,[]
158,3,"['wheat', 'shipment', 'May', 'additional', 'tonnes', 'durum', 'wheat', 'still', 'avaiable', 'Algeria', 'Export', 'Enhancement', 'program', 'initiative', 'announced', 'March']"
158,4,[]
159,0,[]
159,1,"['counties', 'Iowa', 'affected', 'counties', 'use', 'gulf', 'price', 'corn', 'Illinois', 'Indiana', 'Tennessee', 'Kentucky', 'Missouri', 'Mississippi', 'Arkansas', 'Alabama', 'Louisiana', 'said', 'Ron', 'Burgess', 'Deputy', 'Director', 'Commodity', 'Operations', 'Division', 'USDA']"
159,2,[]
159,3,"['USDA', 'action', 'taken', 'lower', 'excessively', 'high', 'posted', 'county', 'prices', 'corn', 'caused', 'high', 'gulf', 'prices']"
159,4,[]
159,5,"['Burgess', 'said', 'USDA', 'probably', 'narrow', 'back', 'gulf', 'differentials', 'Gulf', 'prices', 'recede']"
159,6,"['mark', 'high', 'much', 'mark', 'low']"
159,7,[]
159,8,[]
159,9,['tinker']
159,10,[]
159,11,[]
160,0,[]
160,1,"['said', 'tonnes', 'shipped', 'Bordeaux', 'sold', 'francs', 'per', 'tonne', 'fob', 'tonnes', 'Rouen', 'francs', 'fob', 'tonnes', 'Sete', 'francs', 'fob']"
160,2,[]
161,0,"['DROUGHT', 'CUTS', 'CHINESE', 'WHEAT', 'CROP', 'USDA', 'REPORT', 'Drought', 'resulted', 'reduction', 'China', 'estimated', 'wheat', 'crop', 'year', 'mln', 'tonnes', 'mln', 'last', 'year', 'harvest', 'U', 'Agriculture', 'Department', 'officer', 'Peking', 'said', 'field', 'report']"
161,1,"['report', 'dated', 'March', 'said', 'imports', 'season', 'projected', 'mln', 'tonnes', 'mln', 'tonnes', 'current', 'season', 'estimate']"
161,2,[]
161,3,[]
161,4,"['report', 'said', 'compensate', 'normal', 'precipitation', 'irrigation', 'increased', 'use', 'fertilizer']"
161,5,[]
161,6,"['said', 'scattered', 'rain', 'many', 'parts', 'China', 'past', 'days', 'improved', 'situation', 'information', 'hail', 'damage', 'Anhui', 'incomplete']"
161,7,[]
162,0,[]
162,1,"['purchase', 'consisted', 'following', 'cargoes', 'Cargill', 'sold', 'tonnes', 'number', 'two', 'soft', 'red', 'winter', 'SRW', 'wheat', 'May', 'shipment', 'dlrs', 'per', 'tonne', 'FOB', 'Gulf', 'ports']"
162,2,"['Continental', 'Grain', 'tonnes', 'number', 'two', 'northern', 'spring', 'dark', 'northern', 'spring', 'NS', 'DNS', 'wheat', 'pct', 'protein', 'April', 'May', 'dlrs', 'FOB', 'Gulf', 'excluding', 'Brownsville']"
162,3,"['Nichemen', 'tonnes', 'number', 'two', 'SRW', 'wheat', 'June', 'July', 'dlrs', 'FOB', 'Gulf']"
162,4,"['Nichemen', 'tonnes', 'number', 'two', 'NS', 'DNS', 'wheat', 'pct', 'protein', 'May', 'June', 'dlrs', 'FOB', 'Gulf']"
162,5,"['Cargill', 'tonnes', 'number', 'two', 'SRW', 'wheat', 'April', 'May', 'dlrs', 'FOB', 'Gulf']"
162,6,"['Cargill', 'tonnes', 'number', 'two', 'SRW', 'wheat', 'May', 'dlrs', 'FOB', 'Gulf']"
162,7,"['Louis', 'Dreyfus', 'tonnes', 'number', 'three', 'yellow', 'corn', 'pct', 'maximum', 'moisture', 'April', 'May', 'dlrs', 'FOB', 'Gulf']"
162,8,"['Louis', 'Dreyfus', 'tonnes', 'corn', 'April', 'May', 'dlrs', 'FOB', 'Gulf']"
162,9,"['Louis', 'Dreyfus', 'tonnes', 'corn', 'May', 'June', 'dlrs', 'FOB', 'Gulf']"
162,10,"['Louis', 'Dreyfus', 'tonnes', 'corn', 'June', 'dlrs', 'FOB', 'Gulf']"
162,11,"['Loius', 'Dreyfus', 'tonnes', 'number', 'two', 'yellow', 'corn', 'pct', 'maximum', 'moisture', 'Apirl', 'May', 'dlrs', 'FOB', 'Gulf']"
162,12,"['Louis', 'Dreyfus', 'tonnes', 'corn', 'May', 'June', 'dlrs', 'FOB', 'Gulf']"
162,13,"['Exporters', 'received', 'final', 'PL', 'approval', 'sale', 'total', 'tonnes', 'U', 'number', 'five', 'better', 'long', 'grain', 'brown', 'rice', 'pct', 'maximum', 'broken', 'April', 'May', 'shipments']"
162,14,"['USDA', 'official', 'said', 'saw', 'hold', 'obtaining', 'approval']"
162,15,[]
163,0,"['COLD', 'AIR', 'THREAT', 'U', 'HARD', 'WHEAT', 'AREAS', 'cold', 'air', 'mass', 'working', 'way', 'south', 'Canada', 'may', 'pose', 'threat', 'developing', 'hard', 'red', 'winter', 'wheat', 'Oklahoma', 'according', 'Eugene', 'Krenzler', 'wheat', 'specialist', 'Oklahoma', 'Cooperative', 'Extension']"
163,1,['threat']
163,2,[]
163,3,"['Accu', 'Weather', 'meteorologist', 'Dale', 'Mohler', 'said', 'cold', 'air', 'moving', 'north', 'could', 'put', 'temperatures', 'middle', 'fahrenheit', 'early', 'tonight', 'depending', 'development', 'low', 'pressure', 'area', 'southeast', 'Colorado', 'could', 'stall', 'system']"
163,4,"['impeded', 'low', 'pressure', 'area', 'cold', 'air', 'could', 'hit', 'Oklahoma', 'Texas', 'late', 'Monday', 'morning']"
163,5,[]
163,6,"['Krenzler', 'said', 'less', 'pct', 'Oklahoma', 'wheat', 'crop', 'advanced', 'boot', 'stage']"
163,7,[]
163,8,"['handle', 'probably', 'hour', 'degrees', 'fahrenheit', 'Krenzler', 'said', 'long', 'lot', 'wind']"
163,9,[]
163,10,"['Krenzler', 'said', 'early', 'planted', 'stands', 'north', 'central', 'southwestern', 'parts', 'state', 'probably', 'vulnerable']"
163,11,"['Crops', 'panhandle', 'Oklahoma', 'Texas', 'less', 'developed', 'snow', 'cover', 'protection', 'cold', 'noted']"
163,12,[]
164,0,[]
164,1,"['Price', 'details', 'reported']"
164,2,"['bids', 'submitted', 'intervention', 'barley']"
164,3,[]
165,0,"['GRAIN', 'SHIPS', 'LOADING', 'PORTLAND', 'seven', 'grain', 'ships', 'loading', 'six', 'ships', 'waiting', 'load', 'Portland', 'according', 'Portland', 'Merchants', 'Exchange']"
165,1,[]
166,0,"['U', 'SEES', 'HARMONY', 'TALKS', 'FRANCE', 'U', 'Expects', 'harmonious', 'talks', 'usual', 'French', 'Prime', 'Minister', 'Jacques', 'Chirac', 'first', 'official', 'visit', 'week', 'frequently', 'rancorous', 'disputes', 'two', 'countries', 'begin', 'fade']"
166,1,"['Libyan', 'bombing', 'thing', 'past', 'trade', 'war', 'happen', 'reached', 'reasonably', 'good', 'cooperation', 'terrorism', 'one', 'U', 'Official', 'told', 'Reuters']"
166,2,"['looks', 'like', 'reasonably', 'harmonious', 'visit', 'prospect', 'harmonious', 'usual']"
166,3,[]
166,4,[]
166,5,[]
166,6,"['Planes', 'overfly', 'territory', 'forcing', 'take', 'circuitous', 'route']"
166,7,"['angered', 'Washington']"
166,8,"['U', 'Officials', 'asked', 'identified', 'said', 'year', 'ago', 'Washington', 'felt', 'French', 'taking', 'strong', 'enough', 'action', 'terrorism']"
166,9,[]
166,10,[]
166,11,"['recently', 'dispute', 'U', 'Access', 'grain', 'markets', 'Spain', 'Portugal', 'joined', 'European', 'Community', 'threatened', 'become', 'trade', 'war']"
166,12,[]
166,13,"['Grain', 'United', 'States', 'poised', 'impose', 'swingeing', 'tariffs', 'European', 'Community', 'food', 'imports', 'major', 'trade', 'war', 'averted', 'last', 'minute']"
166,14,"['Last', 'week', 'forces', 'President', 'Hissene', 'Habre', 'Chad', 'supported', 'trained', 'armed', 'Paris', 'Washington', 'scored', 'major', 'success', 'pushing', 'Libyan', 'troops', 'last', 'bases', 'northern', 'Chad']"
166,15,"['French', 'official', 'added', 'also', 'common', 'interest', 'getting', 'Japan', 'cut', 'trade', 'surplus', 'rest', 'world', 'opening', 'markets']"
166,16,"['Although', 'relations', 'improved', 'markedly', 'two', 'countries', 'many', 'irritants', 'remain']"
166,17,"['top', 'list', 'Community', 'common', 'agricultural', 'policy', 'CAP']"
166,18,"['Washington', 'one', 'official', 'put', 'CAP', 'root', 'evil', 'international', 'food', 'trade', 'subsidises', 'farmers', 'sells', 'vast', 'amounts', 'excess', 'produce', 'world', 'prices', 'thereby', 'eating', 'U', 'Markets']"
166,19,[]
167,0,[]
167,1,[]
167,2,"['Exported', 'tonnes', 'wheat', 'tonnes', 'barley', 'January', 'Home', 'Grown', 'Cereals', 'Authority', 'HGCA', 'said', 'quoting', 'adjusted', 'Customs', 'Excise', 'figures']"
167,3,"['Based', 'previous', 'January', 'figures', 'issued', 'February', 'wheat', 'exports', 'increased', 'nearly', 'tonnes', 'barley', 'tonnes']"
167,4,"['new', 'figures', 'bring', 'cumulative', 'wheat', 'exports', 'period', 'July', 'February', 'mln', 'tonnes', 'barley', 'mln', 'compared', 'mln', 'tonnes', 'respectively', 'year', 'ago']"
167,5,"['January', 'wheat', 'exports', 'comprised', 'tonnes', 'European', 'Community', 'destinations', 'tonnes', 'third', 'countries']"
167,6,"['Soviet', 'Union', 'prominent', 'third', 'country', 'destinations', 'taking', 'tonnes', 'Poland', 'credited', 'South', 'Korea', 'tonnes']"
167,7,"['Italy', 'largest', 'EC', 'recipient', 'tonnes', 'followed', 'West', 'Germany', 'France', 'tonnes']"
167,8,"['Barley', 'exports', 'January', 'comprised', 'tonnes', 'EC', 'third', 'countries']"
167,9,"['Soviet', 'Union', 'largest', 'single', 'importer', 'tonnes', 'followed', 'Saudi', 'Arabia', 'tonnes']"
167,10,[]
168,0,[]
168,1,"['Western', 'USSR', 'winter', 'wheat', 'areas', 'light', 'spotty', 'snow', 'winterkill', 'possible', 'tonight', 'tomorrow', 'night', 'temperatures', 'drop', 'minus', 'degrees', 'F', 'Snow', 'cover', 'scant', 'Poland', 'pct', 'winter', 'wheat', 'areas', 'reporting', 'one', 'two', 'inches', 'snow', 'morning']"
168,2,"['remaining', 'pct', 'winter', 'wheat', 'crops', 'snow', 'cover', 'making', 'winterkill', 'possible', 'next', 'two', 'nights']"
168,3,[]
168,4,"['temperatures', 'expected', 'fall', 'near', 'degrees', 'F', 'next', 'two', 'nights', 'light', 'winterkill', 'possible', 'Accu', 'Weather', 'added']"
168,5,[]
169,0,[]
169,1,"['said', 'makers', 'seen', 'buying', 'pct', 'requirements', 'estimated', 'three', 'mln', 'tonnes', 'three', 'month', 'shipment', 'period']"
169,2,[]
169,3,"['sources', 'said', 'Japanese', 'trading', 'houses', 'seen', 'covering', 'total', 'tonnes', 'Chinese', 'corn', 'shipment', 'May', 'October']"
169,4,"['believed', 'yet', 'sold', 'corn', 'end', 'users', 'anticipation', 'corn', 'price', 'rises', 'world', 'market']"
169,5,"['Supply', 'Argentina', 'South', 'Africa', 'July', 'September', 'still', 'uncertain']"
169,6,"['sources', 'forecast', 'supplies', 'Argentina', 'may', 'fall', 'tonnes', 'anticipated', 'calendar', 'South', 'Africa', 'tonnes', 'estimated', 'one', 'mln', 'light', 'tighter', 'export', 'availability']"
169,7,[]
170,0,[]
170,1,"['Embassies', 'received', 'letters', 'weekend', 'outlining', 'aid', 'needed', 'sixth', 'Sri', 'Lanka', 'population', 'districts']"
170,2,[]
170,3,"['letter', 'said', 'mln', 'rupees', 'needed', 'six', 'month', 'period', 'least', 'May', 'September', 'Yala', 'rice', 'crop', 'harvested']"
170,4,"['tonnes', 'wheat', 'rice', 'flour', 'cereals', 'required', 'said', 'along', 'supplies', 'sugar', 'lentils', 'dried', 'canned', 'fish', 'milk']"
170,5,[]
170,6,"['Maha', 'paddy', 'output', 'estimated', 'mln', 'bushels', 'mln', 'less', 'originally', 'expected']"
170,7,"['two', 'scenarios', 'Yala', 'crop', 'high', 'forecast', 'around', 'mln', 'bushels', 'conditional', 'adequate', 'rainfall', 'within', 'next', 'three', 'four', 'weeks']"
170,8,"['present', 'drought', 'continue', 'however', 'production', 'estimated', 'around', 'mln', 'bushels', 'letter', 'added']"
170,9,"['Total', 'estimated', 'paddy', 'output', 'would', 'mln', 'bushels', 'mln', 'tonnes', 'rice']"
170,10,"['Last', 'year', 'output', 'mln', 'bushels', 'mln']"
170,11,"['letter', 'said', 'villagers', 'seriously', 'affected', 'districts', 'deprived', 'means', 'subsistence', 'subsidiary', 'crops', 'also', 'failed']"
170,12,"['said', 'government', 'current', 'budget', 'permit', 'provide', 'sustained', 'adequate', 'relief', 'affected']"
170,13,"['Revenue', 'adversely', 'affected', 'depressed', 'commodity', 'prices', 'slowing', 'economy']"
170,14,[]
170,15,"['mln', 'cash', 'would', 'cover', 'payments', 'rupees', 'per', 'month', 'family', 'well', 'handling', 'transport', 'distribution', 'emergency', 'food']"
170,16,[]
170,17,"['letter', 'said', 'Food', 'Department', 'would', 'able', 'release', 'wheat', 'rice', 'buffer', 'stock', 'meet', 'immediate', 'cereal', 'requirements', 'provided', 'stocks', 'replaced', 'subsequently']"
170,18,[]
170,19,"['letter', 'said', 'areas', 'experiencing', 'drought', 'since', 'August', 'rice', 'growing', 'district', 'Kurunegala', 'effective', 'rainfall', 'since', 'June']"
171,0,[]
171,1,"['Corn', 'export', 'guesses', 'ranged', 'mln', 'mln', 'bushels', 'compared', 'mln', 'inspected', 'last', 'week', 'mln', 'year', 'ago']"
171,2,"['Soybean', 'export', 'guesses', 'ranged', 'mln', 'mln', 'mln', 'inspected', 'last', 'week', 'mln', 'reported', 'year', 'ago']"
171,3,"['Wheat', 'estimates', 'ranged', 'mln', 'mln', 'bushels', 'compared', 'mln', 'reported', 'last', 'week', 'mln', 'year', 'ago']"
171,4,[]
172,0,"['YUGOSLAVIA', 'WHEAT', 'FREE', 'WINTERKILL', 'USDA', 'evidence', 'winterkill', 'Yugoslavian', 'winter', 'wheat', 'field', 'travel', 'along', 'line', 'running', 'northwest', 'Belgrade', 'near', 'Maribor', 'U', 'Agriculture', 'Department', 'counselor', 'Belgrade', 'said', 'field', 'report']"
172,1,"['report', 'dated', 'February', 'said', 'evidence', 'delayed', 'germination', 'areas', 'due', 'late', 'seeding', 'last', 'fall', 'dry', 'conditions']"
172,2,[]
172,3,[]
172,4,[]
172,5,"['report', 'said', 'wheat', 'farmers', 'contacted', 'field', 'trip', 'optimistic', 'crop', 'way', 'emerged', 'winter']"
172,6,[]
173,0,"['FRENCH', 'SOFT', 'WHEAT', 'EXPORTS', 'FALL', 'Exports', 'French', 'soft', 'wheat', 'period', 'July', 'March', 'fell', 'pct', 'mln', 'tonnes', 'mln', 'tonnes', 'period', 'national', 'cereals', 'office', 'ONIC', 'said', 'quoting', 'customs', 'figures']"
173,1,"['total', 'exports', 'non', 'EC', 'countries', 'totalled', 'mln', 'tonnes', 'pct', 'mln', 'exports', 'EC', 'nations', 'mln', 'tonnes', 'pct', 'previous', 'mln']"
173,2,"['Main', 'EC', 'destinations', 'Italy', 'two', 'mln', 'tonnes', 'versus', 'mln', 'Belgium', 'tonnes', 'one', 'mln', 'Netherlands', 'West', 'Germany', 'Spain', 'zero', 'Britain', 'Greece', 'Ireland']"
173,3,"['flour', 'exports', 'totalled', 'tonnes', 'pct', 'previous', 'tonnes']"
173,4,"['Exports', 'maize', 'totalled', 'mln', 'tonnes', 'pct', 'previous', 'mln']"
173,5,"['Exports', 'non', 'EC', 'countries', 'tonnes', 'EC', 'countries', 'mln', 'tonnes', 'mln']"
173,6,"['Main', 'EC', 'desinations', 'Netherlands', 'Belgium', 'one', 'mln', 'Britain', 'West', 'Germany', 'Italy', 'Greece', 'zero']"
173,7,[]
174,0,[]
174,1,[]
174,2,"['EXPORT', 'INSPECTIONS', 'THOUS', 'BUSHELS', 'SOYBEANS', 'WHEAT', 'CORN']"
175,0,"['USDA', 'UPDATE', 'WINTER', 'WHEAT', 'ACREAGE', 'TOMORROW', 'U', 'Agriculture', 'Department', 'said', 'update', 'estimate', 'winter', 'wheat', 'seeded', 'acreage', 'prospective', 'planting', 'report', 'scheduled', 'release', 'est', 'gmt', 'tomorrow', 'March']"
175,1,"['original', 'estimate', 'seedings', 'winter', 'wheat', 'published', 'January']"
175,2,"['said', 'new', 'survey', 'possible', 'new', 'integrated', 'nationwide', 'survey', 'program', 'uses', 'probability', 'sampling', 'procedures', 'combine', 'information', 'farmers', 'operating', 'selected', 'areas', 'farmers', 'identified', 'special', 'lists']"
175,3,[]
175,4,[]
175,5,[]
175,6,"['reason', 'given', 'delay', 'releasing', 'monthly', 'report']"
175,7,[]
176,0,"['LOUISIANA', 'WEEKLY', 'CROP', 'REPORT', 'Louisiana', 'weekly', 'USDA', 'state', 'crop', 'report', 'said', 'days', 'suitable', 'fieldwork']"
176,1,"['Soil', 'moisture', 'supplies', 'rated', 'pct', 'adequate', 'pct', 'surplus']"
176,2,"['Winter', 'Wheat', 'fair', 'good', 'condition']"
176,3,"['eight', 'pct', 'headed', 'vs', 'pct', 'year', 'ago', 'pct', 'average']"
176,4,"['Corn', 'eight', 'pct', 'planted', 'vs', 'pct', 'year', 'ago', 'pct', 'average']"
176,5,"['two', 'pct', 'emerged', 'vs', 'avg']"
176,6,"['Spring', 'Plowing', 'seventeen', 'pct', 'completed', 'vs', 'pct', 'year', 'ago', 'pct', 'avg']"
176,7,[]
177,0,"['TEXAS', 'WEEKLY', 'CROP', 'REPORT', 'Texas', 'weekly', 'USDA', 'state', 'crop', 'report', 'said', 'stormy', 'winter', 'weather', 'limited', 'fieldwork', 'conditions', 'improved', 'later', 'week']"
177,1,[]
177,2,"['Windy', 'weather', 'followed', 'dry', 'fields', 'limit', 'planting', 'delays']"
177,3,"['Small', 'grains', 'made', 'good', 'progress', 'despite', 'cool', 'temperatures', 'slowed', 'growth']"
177,4,[]
177,5,"['Many', 'fields', 'booting', 'beginning', 'head']"
177,6,"['Wheat', 'rated', 'pct', 'fair', 'pct', 'good', 'pct', 'excellent']"
177,7,"['Corn', 'sorghum', 'planting', 'progressed', 'land', 'preparation', 'ahead', 'schedule', 'Plains', 'despite', 'snowy', 'weather']"
177,8,"['Cotton', 'planting', 'progressed', 'Lower', 'Valley']"
177,9,[]
178,0,"['OKLAHOMA', 'WEEKLY', 'CROP', 'REPORT', 'Oklahoma', 'weekly', 'USDA', 'crop', 'report', 'said', 'cold', 'weather', 'slowed', 'crop', 'development', 'caused', 'cattle', 'deaths']"
178,1,"['Wheat', 'growth', 'halted', 'cold', 'weather', 'rain', 'early', 'week', 'prevented', 'fertilizer', 'application', 'weed', 'spraying']"
178,2,"['Fields', 'west', 'short', 'nitrogen', 'moderate', 'insect', 'activity', 'noted', 'southwest', 'region']"
178,3,"['Wheat', 'condition', 'rated', 'pct', 'fair', 'pct', 'good', 'one', 'pct', 'excellent']"
178,4,"['Row', 'crop', 'activity', 'slow', 'amid', 'wet', 'conditions']"
178,5,"['Topsoil', 'moisture', 'rated', 'pct', 'adequate', 'pct', 'surplus', 'subsoil', 'moisture', 'rated', 'pct', 'adequate']"
178,6,"['two', 'days', 'suitable', 'fieldwork']"
178,7,[]
179,0,[]
179,1,[]
179,2,[]
179,3,"['Based', 'previous', 'provisional', 'figures', 'issued', 'February', 'wheat', 'exports', 'increased', 'tonnes', 'barley', 'tonnes']"
179,4,"['new', 'figures', 'bring', 'cumulative', 'wheat', 'exports', 'period', 'July', 'March', 'mln', 'tonnes', 'barley', 'mln', 'compared', 'mln', 'tonnes', 'respectively', 'last', 'season']"
179,5,[]
180,0,[]
180,1,"['said', 'pct', 'early', 'rice', 'fields', 'ready', 'planted', 'seedlings', 'already', 'transplanted', 'pct', 'rice', 'fields', 'Hainan', 'island']"
180,2,"['hectares', 'farmland', 'planted', 'cash', 'crops', 'including', 'sugar', 'cane', 'peanuts', 'soybeans', 'ha']"
180,3,"['provincial', 'government', 'increased', 'investment', 'grain', 'taken', 'effective', 'measures', 'combat', 'natural', 'disasters', 'year', 'agency', 'said', 'gave', 'details']"
180,4,[]
181,0,[]
181,1,"['want', 'price', 'ranges', 'responsive', 'market', 'trends', 'avoid', 'overstimulating', 'output', 'straining', 'accords', 'support', 'operations', 'intervention', 'rules', 'avoid', 'risk', 'exports', 'non', 'members', 'undermining', 'pacts']"
181,2,"['Consumers', 'producers', 'mindful', 'ITC', 'buffer', 'stock', 'losses', 'also', 'sought', 'strict', 'conditions', 'buffer', 'operations']"
181,3,[]
181,4,"['International', 'Cocoa', 'Organization', 'ICCO', 'last', 'week', 'set', 'precise', 'limits', 'Buffer', 'Stock', 'Manager', 'BSM', 'could', 'new', 'agreement']"
181,5,"['imposed', 'daily', 'weekly', 'purchase', 'limits', 'prohibited', 'BSM', 'operating', 'futures', 'markets', 'stipulated', 'consumer', 'insistence', 'pct', 'total', 'buffer', 'stock', 'purchases', 'could', 'non', 'member', 'cocoa']"
181,6,"['help', 'prevent', 'lower', 'quality', 'cocoa', 'Malaysia', 'world', 'fourth', 'largest', 'producer', 'undermining', 'market']"
181,7,"['cocoa', 'pact', 'establishes', 'precise', 'differentials', 'Buffer', 'Stock', 'Manager', 'use', 'purchasing', 'varying', 'grades']"
181,8,"['new', 'International', 'Natural', 'Rubber', 'Agreement', 'INRA', 'adopted', 'earlier', 'month', 'Geneva']"
181,9,"['Importing', 'exporting', 'countries', 'agreed', 'several', 'changes', 'make', 'reference', 'price', 'responsive', 'market', 'trends', 'eliminated', 'provisions', 'buffer', 'stock', 'could', 'borrow', 'banks', 'finance', 'operations']"
181,10,"['Direct', 'cash', 'contributions', 'members', 'fund', 'buffer', 'stock', 'purchases']"
181,11,"['Bank', 'financing', 'particular', 'feature', 'failed', 'ITC', 'buffer', 'stock', 'suffered', 'losses', 'running', 'hundreds', 'millions', 'sterling']"
181,12,"['Legal', 'wrangles', 'continue']"
181,13,[]
181,14,"['Consumers', 'small', 'group', 'producers', 'argued', 'objective', 'criteria', 'used', 'define', 'export', 'quota', 'shares', 'would', 'meant', 'reduction', 'share', 'Brazil', 'world', 'leading', 'producer']"
181,15,"['Brazil', 'wanted', 'maintain', 'previous', 'quota', 'share', 'pct']"
181,16,"['talks', 'broke', 'although', 'ICO', 'executive', 'board', 'meeting', 'starts', 'London', 'today', 'delegates', 'trade', 'sources', 'see', 'chances', 'near', 'term', 'negotiations', 'export', 'quota', 'distribution', 'remote']"
181,17,"['International', 'agreements', 'exist', 'sugar', 'wheat']"
181,18,"['economic', 'clauses', 'provide', 'forum', 'discussions', 'possible', 'future', 'economic', 'agreements', 'collect', 'statistics', 'draw', 'market', 'analyses']"
181,19,"['Analysts', 'said', 'differences', 'sugar', 'exporting', 'countries', 'held', 'progress', 'towards', 'accord', 'economic', 'teeth', 'sheer', 'competition', 'major', 'exporters', 'amid', 'world', 'grain', 'glut', 'militate', 'pact', 'economic', 'provisions', 'wheat']"
181,20,"['alternative', 'focus', 'commodity', 'discussions', 'international', 'study', 'groups', 'made', 'governments', 'advice', 'industry', 'lead', 'zinc', 'rubber']"
181,21,[]
181,22,[]
181,23,"['U', 'Officials', 'Washington', 'said', 'U', 'Doubts', 'fund', 'would', 'able', 'fulfil', 'objectives', 'citing', 'lack', 'widespread', 'support']"
181,24,[]
181,25,[]
181,26,[]
181,27,[]
181,28,"['Currently', 'belongs', 'two', 'international', 'commodity', 'agreements', 'economic', 'clauses', 'International', 'Coffee', 'Agreement', 'ICA', 'INRA', 'also', 'member', 'sugar', 'wheat', 'pacts']"
181,29,[]
181,30,[]
181,31,[]
181,32,[]
181,33,[]
181,34,[]
181,35,"['Malaysia', 'member', 'Association', 'Tin', 'Producing', 'Countries', 'ATPC', 'produce', 'pct', 'world', 'tin']"
181,36,"['ATPC', 'launched', 'plan', 'limit', 'member', 'tin', 'exports', 'tonnes', 'year', 'March', 'cut', 'tin', 'surplus']"
181,37,"['Economist', 'West', 'German', 'Ministry', 'Agriculture', 'delegate', 'cocoa', 'wheat', 'sugar', 'agreements', 'Peter', 'Baron', 'told', 'Reuters', 'London', 'Agreements', 'economic', 'clauses', 'stabilise', 'prices', 'could', 'function', 'fixed', 'price', 'ranges', 'close', 'market', 'reality', 'full', 'participation', 'producers', 'consumers', 'participants', 'prepared', 'take', 'obligations', 'framework', 'agreement', 'seriously']"
181,38,"['Baron', 'added', 'real', 'sanctions', 'available', 'country', 'stick', 'obligations', 'German', 'approach', 'sceptical']"
181,39,"['think', 'agreements', 'best', 'instrument', 'help', 'developing', 'countries']"
181,40,[]
181,41,"['Traditionally', 'Britain', 'always', 'supportive', 'commodity', 'agreements', 'reflecting', 'strong', 'links', 'Third', 'World', 'producing', 'countries']"
181,42,"['recently', 'demands', 'stringent', 'justifiable', 'pacts', 'emphasis', 'placed', 'need', 'intellectual', 'honesty', 'objective', 'criteria', 'grown']"
181,43,"['British', 'officials', 'stress', 'need', 'commodity', 'pacts', 'two', 'way', 'partnership', 'trade', 'rather', 'disguise', 'aid']"
181,44,[]
181,45,[]
181,46,"['Foreign', 'Ministry', 'official', 'Tokyo', 'said', 'Japan', 'urges', 'price', 'realism', 'commodity', 'pacts', 'adding', 'high', 'prices', 'inflate', 'supply']"
181,47,"['government', 'spokesman', 'Paris', 'said', 'France', 'favourable', 'commodity', 'pacts']"
181,48,"['France', 'large', 'consumer', 'producer', 'sugar', 'favours', 'sugar', 'pact', 'long', 'reflects', 'real', 'market', 'situation', 'particularly', 'regarding', 'stocks']"
181,49,"['Indonesia', 'Foreign', 'Minister', 'Mochtar', 'Kusumaatmadja', 'told', 'Reuters', 'Jakarta', 'agreements', 'work', 'long', 'problems', 'cyclical', 'another', 'matter', 'structural', 'problems', 'still', 'committed', 'commodity', 'agreements', 'act', 'faith']"
181,50,"['Nicaraguan', 'External', 'Trade', 'Minister', 'Alejandro', 'Martinez', 'Cuenca', 'said', 'London', 'producers', 'cannot', 'afford', 'give', 'backing', 'commodity', 'agreements']"
181,51,[]
181,52,"['head', 'economics', 'department', 'Brazilian', 'Foreign', 'Ministry', 'Sebastiao', 'Rego', 'Barros', 'told', 'Reuters', 'agreement', 'successful', 'keeps', 'link', 'market', 'reality']"
181,53,[]
181,54,[]
181,55,[]
182,0,"['IVORY', 'COAST', 'BOOSTS', 'MAIZE', 'OUTPUT', 'Ivory', 'Coast', 'maize', 'output', 'risen', 'steadily', 'last', 'two', 'decades', 'country', 'aims', 'produce', 'two', 'mln', 'tonnes', 'annually', 'rapidly', 'official', 'daily', 'Fraternite', 'Matin', 'reported']"
182,1,"['said', 'country', 'reached', 'self', 'sufficiency', 'maize', 'three', 'years', 'ago', 'harvested', 'record', 'tonnes', 'compared', 'tonnes', 'years', 'earlier']"
182,2,"['daily', 'detail', 'output', 'said', 'production', 'increases', 'anticipated', 'years', 'ahead', 'part', 'policy', 'boosting', 'domestic', 'output', 'cut', 'grain', 'imports']"
182,3,[]
